name,price,review_score,review_title,number_of_reviews,star_rating,kms_from_centre,location_score,room_type,bed_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
"Club Quarters Hotel Grand Central, New York",US$440,8.3,Very good,4787,4.0,,9.4,Standard Queen Room,1 large double bed,False,False,True,1,2,2025-02-02
Heritage Hotel New York City,US$268,7.4,Good,3782,3.0,,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,1,2,2025-02-02
"EVEN Hotel New York - Midtown East, an IHG Hotel",US$533,8.1,Very good,1309,4.0,,9.3,Standard Room,1 double bed,False,False,True,1,2,2025-02-02
Hilton Garden Inn New York/Midtown Park Avenue,US$397,8.1,Very good,2214,3.0,,9.3,King Room - Hearing Access,1 extra-large double bed,False,False,True,1,2,2025-02-02
"Holiday Inn Express New York City Chelsea, an IHG Hotel",US$388,7.8,Good,3632,3.0,,,Standard Room,1 double bed,True,False,True,1,2,2025-02-02
Residence Inn New York Downtown Manhattan/Financial District,US$353,8.2,Very good,712,4.0,,,"Studio, 1 King",1 extra-large double bed,True,False,True,1,2,2025-02-02
Pod 51,US$257,7.9,Good,11275,3.0,,9.3,Standard Bunk Bed Room with Shared Bathroom,2 single beds,False,False,True,1,2,2025-02-02
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,US$429,7.9,Good,1213,3.0,,,King Room,1 extra-large double bed,True,False,True,1,2,2025-02-02
"Club Quarters Hotel World Trade Center, New York",US$372,8.3,Very good,4088,4.0,,9.4,Small Queen Room,1 large double bed,False,False,True,1,2,2025-02-02
Hyatt Grand Central New York,US$492,7.4,Good,2929,4.0,,,King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
citizenM New York Times Square,US$464,8.7,Fabulous,3998,4.0,,9.6,King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
DoubleTree by Hilton New York Midtown Fifth Ave,US$475,7.6,Good,1702,4.0,,9.4,Queen Room,1 large double bed,False,False,True,1,2,2025-02-02
Fairfield Inn & Suites New York Manhattan/Downtown East,US$412,8.2,Very good,1177,3.0,,,King Room,1 extra-large double bed,True,False,True,1,2,2025-02-02
Arlo NoMad,US$457,8.4,Very good,2275,4.0,,9.4,Accessible Bunk,2 single beds,False,False,True,1,2,2025-02-02
Fairfield By Marriott New York Manhattan Times Square,US$464,8.3,Very good,5636,4.0,,,Double Room with Two Double Beds,2 double beds,True,False,True,1,2,2025-02-02
Iroquois New York Times Square,US$929,8.5,Very good,2625,5.0,,9.7,Deluxe 1 Queen Bed,1 large double bed,True,False,True,1,3,2025-02-02
M Social Hotel Times Square New York,US$641,8.4,Very good,11794,4.0,,9.6,Social City View Doubles,2 double beds,False,False,True,1,3,2025-02-02
"The Mayfair Hotel Times Square, Ascend Hotel Collection",US$428,8.6,Fabulous,1895,3.0,,9.6,Deluxe Double Room - Non Smoking,1 double bed,False,False,True,1,3,2025-02-02
Riverside Tower Hotel,US$386,8.5,Very good,2267,2.0,,,Park View Double,1 double bed,False,False,True,1,3,2025-02-02
Hampton Inn by Hilton New York Times Square,US$553,7.8,Good,2429,3.0,,9.5,King Room,1 extra-large double bed,True,False,True,1,3,2025-02-02
Riu Plaza New York Times Square,US$640,8.5,Very good,7237,4.0,,9.5,Deluxe King Room,1 extra-large double bed,True,False,True,1,3,2025-02-02
City Club Hotel,US$374,7.3,Good,2515,4.0,,,Double Bed Room,1 single bed,True,False,True,1,3,2025-02-02
Doubletree By Hilton New York Times Square West,US$478,6.8,Review score,11271,4.0,,,Standard King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
"The Cloud One New York-Downtown, by the Motel One Group",US$489,8.6,Fabulous,6371,4.0,,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
The Washington by LuxUrban,US$517,7.7,Good,9445,4.0,,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,1,3,2025-02-02
Hotel St. James,US$352,8.1,Very good,3207,2.0,,9.7,One Queen Bed Room,1 large double bed,False,False,True,1,3,2025-02-02
Wingate by Wyndham New York Midtown South/5th Ave,US$481,8.4,Very good,2387,3.0,,9.5,King Room - Non-Smoking,1 extra-large double bed,True,False,True,1,3,2025-02-02
The Chelsean New York,US$359,7.0,Good,2729,3.0,,,"Guest Room, 1 King",1 extra-large double bed,False,False,True,1,3,2025-02-02
"voco Times Square South New York, an IHG Hotel",US$483,8.1,Very good,3797,4.0,,,Standard Room with Full Bed and Tub - Mobility Accessible,1 double bed,False,False,True,1,3,2025-02-02
Aura Hotel Times Square Newly Renovated,US$506,7.6,Good,447,4.0,,9.3,Standard Full,1 single bed,False,False,True,1,3,2025-02-02
Best Western Premier Herald Square,US$412,7.8,Good,675,3.0,,,Double Room with Two Double Beds - Non-Smoking,2 double beds,False,False,True,1,3,2025-02-02
citizenM New York Bowery,US$624,8.7,Fabulous,3309,4.0,,,King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
Courtyard New York Downtown Manhattan/Financial District,US$388,7.7,Good,2167,3.0,,,"Guest room, 1 King, City view",1 extra-large double bed,False,False,True,1,3,2025-02-02
"The New Yorker, A Wyndham Hotel",US$437,7.7,Good,15625,4.0,,9.4,Standard Queen Room,1 large double bed,False,False,True,1,3,2025-02-02
The Belvedere Hotel,US$395,7.9,Good,5919,3.0,,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
The Herald by LuxUrban,US$514,7.7,Good,8944,3.0,,9.6,King Room with Roll-in Shower - Mobility Access/Non-Smoking,1 extra-large double bed,False,False,True,1,3,2025-02-02
Four Points by Sheraton Midtown - Times Square,US$466,8.1,Very good,3145,4.0,,,King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
Maison Hudson,"US$6,479",10.0,Exceptional,2,5.0,,,Suite with River View,Private suite,False,False,True,1,3,2025-02-02
Hotel Belleclaire Central Park,US$532,8.1,Very good,5084,4.0,,9.3,Deluxe 1 Queen Bed,1 large double bed,True,False,True,1,3,2025-02-02
Romer Hell's Kitchen,US$734,8.6,Fabulous,2423,4.0,,9.5,Queen Room with Two Queen Beds,2 large double beds,False,False,True,1,3,2025-02-02
Four Points by Sheraton New York Downtown,US$540,7.8,Good,1988,3.0,,,"Guest room, 2 Double",2 double beds,False,True,False,1,3,2025-02-02
The Gregorian New York City,US$661,8.3,Very good,1085,4.0,,9.4,Double Room,1 double bed,False,False,True,1,3,2025-02-02
Homewood Suites Midtown Manhattan Times Square South,US$609,8.3,Very good,4419,3.0,,,Efficiency King Studio with Sofa Bed,1 extra-large double bed,True,False,True,1,3,2025-02-02
Radio Hotel,US$271,7.7,Good,1716,4.0,,,Standard Studio,Entire studio•1 bathroom•17m²,False,False,True,1,3,2025-02-02
Executive Hotel Le Soleil New York,US$771,8.6,Fabulous,4532,4.0,,9.5,Executive Queen Room,1 large double bed,False,False,True,1,3,2025-02-02
Moderne Hotel,US$514,8.1,Very good,1007,4.0,,9.5,Deluxe Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
Hyatt Place New York City - Times Square,US$575,7.8,Good,21903,4.0,,,King Room with Sofa Bed - High Floor,"2 beds (1 extra-large double, 1 sofa bed)",True,False,True,1,3,2025-02-02
UNTITLED at 3 Freeman Alley,US$667,8.4,Very good,565,4.0,,,Studio Queen,1 large double bed,True,False,True,1,3,2025-02-02
Element Times Square West,US$457,8.1,Very good,7507,4.0,,,"Guest Room, 1 King",1 extra-large double bed,True,False,True,1,3,2025-02-02
Hyatt House New York/Chelsea,US$777,8.4,Very good,1735,3.0,,9.5,Den King Room,1 extra-large double bed,True,False,True,1,3,2025-02-02
Home2 Suites By Hilton New York Times Square,US$610,7.7,Good,1213,3.0,,9.5,Queen Studio Suite,1 large double bed,True,False,True,1,3,2025-02-02
Hotel Hayden New York,US$494,7.1,Good,3146,4.0,,,King Room - Disability Access,1 extra-large double bed,False,False,True,1,3,2025-02-02
"Holiday Inn Express - Wall Street, an IHG Hotel",US$558,7.8,Good,1894,3.0,,,Standard Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
La Quinta by Wyndham Time Square South,US$520,8.5,Very good,4315,3.0,,9.3,King Room - Non-Smoking,1 extra-large double bed,True,False,True,1,3,2025-02-02
The Pearl Hotel,US$598,8.7,Fabulous,2092,4.0,,9.7,Superior Queen Room,1 large double bed,True,False,True,1,3,2025-02-02
Freehand New York,US$516,8.0,Very good,2236,4.0,,,Three's Company,"2 beds (1 bunk bed, 1 large double)",False,False,True,1,3,2025-02-02
Royalton New York,US$496,7.5,Good,3093,4.0,,9.4,Standard Queen Room,1 large double bed,False,False,True,1,3,2025-02-02
The Allen Hotel,US$396,7.9,Good,1696,4.0,,,King Room - Disability Access,1 extra-large double bed,False,False,True,1,3,2025-02-02
Nolitan Hotel SoHo - New York,US$555,7.8,Good,1512,4.0,,,Superior Queen Room with Balcony,1 large double bed,False,False,True,1,3,2025-02-02
Sanctuary Hotel New York,US$623,8.2,Very good,1540,4.0,,9.7,Cozy Queen,1 double bed,True,False,True,1,3,2025-02-02
Hilton Garden Inn New York Times Square South,US$700,8.2,Very good,4032,3.0,,,King Room,1 extra-large double bed,False,True,False,1,3,2025-02-02
Hotel 57 by LuxUrban,US$527,7.0,Good,5033,4.0,,,Double Room - Non-Smoking,1 double bed,False,False,True,1,3,2025-02-02
SoHo 54,US$420,7.6,Good,3959,3.0,,,TriBeCa King,1 extra-large double bed,False,False,True,1,3,2025-02-02
NH Collection New York Madison Avenue,US$843,8.5,Very good,1972,4.0,,9.5,Superior Room,1 large double bed,False,False,True,1,3,2025-02-02
Millennium Downtown New York,US$791,7.1,Good,5545,4.0,,,RENOVATED Premier King - Hudson River View - High Floor,1 extra-large double bed,False,False,True,1,3,2025-02-02
Park Lane New York,"US$1,337",7.9,Good,5019,5.0,,9.6,Park Lane King,1 extra-large double bed,False,False,True,1,3,2025-02-02
Eurostars Wall Street,US$359,7.9,Good,1345,4.0,,,Room Assigned on Arrival,1 single bed,False,False,True,1,3,2025-02-02
Cambria Hotel New York - Chelsea,US$675,7.9,Good,4004,4.0,,,King Room - Non-Smoking,1 extra-large double bed,False,False,True,1,3,2025-02-02
Fairfield Inn by Marriott New York Manhattan/Financial District,US$417,7.8,Good,3621,3.0,,,High Floor King Room,1 extra-large double bed,True,False,True,1,3,2025-02-02
Tempo By Hilton New York Times Square,"US$1,138",8.5,Very good,848,4.0,,9.5,King Room with Roll-In Shower and City View,1 extra-large double bed,False,False,True,1,3,2025-02-02
Park Central,US$614,7.3,Good,7464,4.0,,9.4,Classic Room with Two Double Beds,2 double beds,False,False,True,1,3,2025-02-02
DoubleTree by Hilton New York Times Square South,US$617,8.2,Very good,6583,4.0,,,Queen Room with Two Queen Beds,2 large double beds,False,True,False,1,3,2025-02-02
Sixty LES,US$767,7.7,Good,848,4.0,,,Partner offer option,,False,False,True,1,3,2025-02-02
Arthouse Hotel,US$671,7.9,Good,2269,4.0,,,Superior Queen,1 large double bed,False,False,True,1,3,2025-02-02
Leon Hotel LES,US$436,8.0,Very good,2563,3.0,,,Deluxe King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
Courtyard by Marriott Times Square West,US$687,8.3,Very good,3096,3.0,,,King Room with Roll-in Shower - Mobility and Hearing Accessible,1 extra-large double bed,False,False,True,1,3,2025-02-02
CIVILIAN Hotel,US$618,8.6,Fabulous,4735,4.0,,9.6,Double Room,1 large double bed,False,False,True,1,3,2025-02-02
TRYP by Wyndham New York City Times Square - Midtown,US$494,7.4,Good,2719,4.0,,,King Room,Multiple bed types,False,False,True,1,3,2025-02-02
Sheraton Tribeca New York Hotel,US$673,7.9,Good,3274,4.0,,,Standard King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
"Holiday Inn Express - Times Square South, an IHG Hotel",US$569,8.2,Very good,2977,3.0,,9.6,Standard King Room,1 extra-large double bed,True,False,True,1,3,2025-02-02
The Knickerbocker,"US$1,503",8.6,Fabulous,2308,5.0,,9.5,Deluxe Room with One King Bed,1 extra-large double bed,False,False,True,1,3,2025-02-02
Lex Hotel NYC,US$464,8.2,Very good,1531,3.0,,,Queen Room,1 large double bed,False,False,True,1,3,2025-02-02
Courtyard New York Manhattan/Upper East Side,US$558,7.5,Good,643,3.0,,,Queen Room with Two Queen Beds,2 large double beds,False,False,True,1,3,2025-02-02
The Blakely by LuxUrban,US$517,7.4,Good,5996,,,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,1,3,2025-02-02
Hyatt Centric Times Square New York,"US$1,010",8.4,Very good,1386,4.0,,9.5,Queen Room with Two Queen Beds,2 large double beds,False,False,True,1,3,2025-02-02
Hotel Lucerne,US$505,8.5,Very good,2166,4.0,,9.5,Deluxe Queen Room,1 large double bed,False,False,True,1,3,2025-02-02
Life Hotel New York,US$517,8.0,Very good,801,4.0,,9.4,Classic Queen Room,1 double bed,False,False,True,1,3,2025-02-02
W New York - Times Square,US$951,7.9,Good,1372,4.0,,9.3,"Wonderful Guest room, 1 King, City view",1 extra-large double bed,False,False,True,1,3,2025-02-02
DoubleTree by Hilton New York Downtown,US$523,7.5,Good,3932,4.0,,,King Room,1 extra-large double bed,False,True,False,1,3,2025-02-02
NoMo SoHo,"US$1,009",7.7,Good,1408,4.0,,,Classic Queen,1 large double bed,False,False,True,1,3,2025-02-02
DoubleTree by Hilton Hotel New York City - Chelsea,US$584,7.1,Good,3603,4.0,,,Double Room with Two Double Beds - Non-Smoking,2 double beds,False,False,True,1,3,2025-02-02
Riu Plaza Manhattan Times Square,US$890,8.6,Fabulous,13242,4.0,,9.6,Deluxe Family King,"2 beds (1 extra-large double, 1 sofa bed)",True,False,True,1,3,2025-02-02
"Hotel 50 Bowery, part of JdV by Hyatt",US$674,8.5,Very good,961,4.0,,,King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
"Club Quarters Hotel World Trade Center, New York",US$542,8.3,Very good,4088,4.0,,9.4,Small Queen Room,1 large double bed,False,False,True,1,3,2025-02-02
Heritage Hotel New York City,US$410,7.4,Good,3782,3.0,,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,1,3,2025-02-02
New York Hilton Midtown,US$903,7.4,Good,2015,3.0,,9.4,Urban 1 Queen Bed,1 large double bed,False,False,True,1,3,2025-02-02
Hyatt Grand Central New York,US$742,7.4,Good,2929,4.0,,,Double Room with Two Double Beds,2 double beds,False,False,True,1,3,2025-02-02
"Hotel Indigo NYC Financial District, an IHG Hotel",US$810,8.8,Fabulous,1540,3.0,,9.5,Standard King Room - Communications Accessible,1 extra-large double bed,False,True,False,1,3,2025-02-02
"Holiday Inn Express New York City Chelsea, an IHG Hotel",US$576,7.8,Good,3632,3.0,,,Standard Room,1 double bed,True,False,True,1,3,2025-02-02
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,US$655,7.9,Good,1213,3.0,,,King Room,1 extra-large double bed,True,False,True,1,3,2025-02-02
LUMA Hotel - Times Square,US$957,8.9,Fabulous,4175,4.0,,9.7,Park Plaza King Studio with Sofa Bed,1 extra-large double bed,False,False,True,1,3,2025-02-02
Ink 48 Hotel,US$586,7.5,Good,2557,4.0,,,Deluxe Queen Room with Two Queen Beds - Disability Access,2 large double beds,False,False,True,1,3,2025-02-02
"EVEN Hotel New York - Midtown East, an IHG Hotel",US$793,8.1,Very good,1309,4.0,,9.3,Standard Room,1 double bed,False,False,True,1,3,2025-02-02
Carnegie Hotel,US$672,8.6,Fabulous,2254,4.0,,9.6,Superior Queen Room,1 large double bed,True,False,True,1,3,2025-02-02
"U Hotel Fifth Avenue, Empire State Building",US$462,7.9,Good,3406,3.0,,9.5,Queen Room,1 large double bed,False,False,True,1,3,2025-02-02
Motto By Hilton New York City Times Square,US$571,8.0,Very good,1115,3.0,,9.4,Flex Room with Wall Bed,1 large double bed,False,True,False,1,3,2025-02-02
"Club Quarters Hotel Grand Central, New York",US$585,8.3,Very good,4787,4.0,,9.4,Standard Queen Room,1 large double bed,False,False,True,1,3,2025-02-02
Fairfield By Marriott New York Manhattan Times Square,US$707,8.3,Very good,5636,4.0,,,Double Room with Two Double Beds,2 double beds,True,False,True,1,3,2025-02-02
Pod 51,US$386,7.9,Good,11275,3.0,,9.3,Standard Bunk Bed Room with Shared Bathroom,2 single beds,False,False,True,1,3,2025-02-02
Hilton Garden Inn New York/Tribeca,US$678,7.5,Good,661,3.0,,,Double Room with Two Double Beds and City View,2 double beds,False,True,False,1,3,2025-02-02
Hard Rock Hotel New York,"US$1,143",8.6,Fabulous,3015,4.0,,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
citizenM New York Times Square,US$681,8.7,Fabulous,3998,4.0,,9.6,King Room,1 extra-large double bed,False,False,True,1,3,2025-02-02
Henn na Hotel New York,US$533,8.6,Fabulous,3295,4.0,,9.5,Deluxe Double Room,2 double beds,False,False,True,1,3,2025-02-02
Fairfield Inn & Suites New York Manhattan/Downtown East,US$627,8.2,Very good,1177,3.0,,,King Room,1 extra-large double bed,True,False,True,1,3,2025-02-02
The FIDI Hotel,US$536,8.1,Very good,1459,4.0,,,Standard Queen,1 large double bed,False,False,True,1,3,2025-02-02
Iroquois New York Times Square,"US$1,190",8.5,Very good,2625,5.0,1.4,9.7,Deluxe 1 Queen Bed,1 large double bed,True,False,True,1,4,2025-02-02
"voco Times Square South New York, an IHG Hotel",US$561,8.1,Very good,3797,4.0,1.8,,Standard Room with Full Bed and Tub - Mobility Accessible,1 double bed,False,False,True,1,4,2025-02-02
Riverside Tower Hotel,US$514,8.5,Very good,2267,2.0,1.9,,Park View Double,1 double bed,False,False,True,1,4,2025-02-02
Riu Plaza New York Times Square,US$871,8.5,Very good,7237,4.0,1.0,9.5,Deluxe King Room,1 extra-large double bed,True,False,True,1,4,2025-02-02
Hotel St. James,US$471,8.1,Very good,3207,2.0,1.2,9.7,One Queen Bed Room,1 large double bed,False,False,True,1,4,2025-02-02
M Social Hotel Times Square New York,US$916,8.4,Very good,11794,4.0,0.6,9.6,Social City View Doubles,2 double beds,False,False,True,1,4,2025-02-02
City Club Hotel,US$538,7.3,Good,2515,4.0,1.4,,Petite Room,1 double bed,False,False,True,1,4,2025-02-02
The Chelsean New York,US$488,7.0,Good,2729,3.0,2.8,,"Guest Room, 1 King",1 extra-large double bed,False,False,True,1,4,2025-02-02
The Washington by LuxUrban,US$670,7.7,Good,9445,4.0,7.1,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,1,4,2025-02-02
4 Bedroom Home in Lower Manhattan,US$680,10.0,Exceptional,2,,5.7,,Apartment,Entire apartment•4 bedrooms•1 bathroom,False,False,True,1,4,2025-02-02
The Belvedere Hotel,US$505,7.9,Good,5919,3.0,0.9,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,4,2025-02-02
"The Cloud One New York-Downtown, by the Motel One Group",US$652,8.6,Fabulous,6371,4.0,7.0,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,4,2025-02-02
The Herald by LuxUrban,US$658,7.7,Good,8944,3.0,2.0,9.6,King Room with Roll-in Shower - Mobility Access/Non-Smoking,1 extra-large double bed,False,False,True,1,4,2025-02-02
Aura Hotel Times Square Newly Renovated,US$672,7.6,Good,447,4.0,1.3,9.3,Standard Full,1 single bed,False,False,True,1,4,2025-02-02
Hotel Belleclaire Central Park,US$709,8.1,Very good,5084,4.0,1.6,9.3,Deluxe 1 Queen Bed,1 large double bed,True,False,True,1,4,2025-02-02
Courtyard New York Downtown Manhattan/Financial District,US$527,7.7,Good,2167,3.0,7.1,,"Guest room, 1 King, City view",1 extra-large double bed,False,False,True,1,4,2025-02-02
Delta Hotels by Marriott New York Times Square,US$723,7.8,Good,4181,4.0,1.6,,King Room,1 extra-large double bed,False,False,True,1,4,2025-02-02
"The New Yorker, A Wyndham Hotel",US$593,7.7,Good,15625,4.0,2.0,9.4,Standard Queen Room,1 large double bed,False,False,True,1,4,2025-02-02
